Circuit: * D:\Code\PSPICE\Schematic\integrator.asc

Direct Newton iteration for .op point succeeded.
Heightened Def Con from 0.0198962 to 0.0198962
Heightened Def Con from 0.0198962 ++to 0.0198962
Heightened Def Con from 0.0198962 to 0.0198962
Heightened Def Con from 0.0198962 to 0.0198962
Heightened Def Con from 0.0198962 +to 0.0198962
Heightened Def Con from 0.0198962 to 0.0198962
Heightened Def Con from 0.0198962 to 0.0198962
Heightened Def Con from 0.0198962 to 0.0198962
Heightened Def Con from 0.0198962 to 0.0198962
Heightened Def Con from 0.0198962 to 0.0198962
Heightened Def Con from 0.0198962 +to 0.0198962
Heightened Def Con from 0.0198962 to 0.0198962
Heightened Def Con from 0.0198962 to 0.0198962
Heightened Def Con from 0.0198962 +to 0.0198962
Heightened Def Con from 0.0198962 +to 0.0198962
Heightened Def Con from 0.0198962 to 0.0198962
Heightened Def Con from 0.0198962 +to 0.0198962
Heightened Def Con from 0.0198962 +to 0.0198962
Heightened Def Con from 0.0198962 to 0.0198962
Heightened Def Con from 0.0198962 +to 0.0198962
Heightened Def Con from 0.0198962 to 0.0198962
Heightened Def Con from 0.0198962 to 0.0198962
Heightened Def Con from 0.0198962 to 0.0198962
Heightened Def Con from 0.0198962 to 0.0198962
Heightened Def Con from 0.0198962 to 0.0198962
Heightened Def Con from 0.0198962 to 0.0198962
Heightened Def Con from 0.0198962 to 0.0198962
Heightened Def Con from 0.0198962 to 0.0198962
Heightened Def Con from 0.0198962 to 0.0198962
Heightened Def Con from 0.0198962 +to 0.0198962
Heightened Def Con from 0.0198962 to 0.0198962
Heightened Def Con from 0.0198962 to 0.0198962
Heightened Def Con from 0.0198962 to 0.0198962
Heightened Def Con from 0.0198962 to 0.0198962
Heightened Def Con from 0.0198962 to 0.0198962
Heightened Def Con from 0.0198962 to 0.0198962
Heightened Def Con from 0.0198962 to 0.0198962
Heightened Def Con from 0.0198962 to 0.0198962
Heightened Def Con from 0.0198962 to 0.0198962
Heightened Def Con from 0.0198962 to 0.0198962
Heightened Def Con from 0.0198962 to 0.0198962
Heightened Def Con from 0.0198962 +++to 0.0198962
Heightened Def Con from 0.0198962 to 0.0198962
Heightened Def Con from 0.0198962 to 0.0198962
Heightened Def Con from 0.0198962 to 0.0198962
Heightened Def Con from 0.0198962 to 0.0198962
Heightened Def Con from 0.0198962 to 0.0198962
Heightened Def Con from 0.0198962 to 0.0198962
Heightened Def Con from 0.0198962 to 0.0198962
Heightened Def Con from 0.0198962 +to 0.0198962
Heightened Def Con from 0.0198962 to 0.0198962
Heightened Def Con from 0.0198962 ++to 0.0198962
Heightened Def Con from 0.0198962 to 0.0198962
Heightened Def Con from 0.0198962 to 0.0198962
Heightened Def Con from 0.0198962 +to 0.0198962
Heightened Def Con from 0.0198962 to 0.0198962
Heightened Def Con from 0.0198962 +++++++++++++to 0.0198962
Heightened Def Con from 0.0199174 +++to 0.0199174
Heightened Def Con from 0.0199174 to 0.0199174
Heightened Def Con from 0.0199174 to 0.0199174
Heightened Def Con from 0.0199174 +to 0.0199174
Heightened Def Con from 0.0199174 ++++to 0.0199174
Heightened Def Con from 0.0199174 +to 0.0199174
Heightened Def Con from 0.0199174 +++++++++++++++++to 0.0199174
Heightened Def Con from 0.0199333 to 0.0199333
Heightened Def Con from 0.0199333 +to 0.0199333
Heightened Def Con from 0.0199333 to 0.0199333
Heightened Def Con from 0.0199333 to 0.0199333
Heightened Def Con from 0.0199333 +to 0.0199333
Heightened Def Con from 0.0199333 to 0.0199333
Heightened Def Con from 0.0199333 to 0.0199333
Heightened Def Con from 0.0199333 to 0.0199333
Heightened Def Con from 0.0199333 to 0.0199333
Heightened Def Con from 0.0199333 to 0.0199333
Heightened Def Con from 0.0199333 to 0.0199333
Heightened Def Con from 0.0199333 to 0.0199333
Heightened Def Con from 0.0199333 +to 0.0199333
Heightened Def Con from 0.0199333 to 0.0199333
Heightened Def Con from 0.0199333 to 0.0199333
Heightened Def Con from 0.0199333 to 0.0199333
Heightened Def Con from 0.0199333 to 0.0199333
Heightened Def Con from 0.0199333 to 0.0199333
Heightened Def Con from 0.0199333 to 0.0199333
Heightened Def Con from 0.0199333 to 0.0199333
Heightened Def Con from 0.0199333 to 0.0199333
Heightened Def Con from 0.0199333 to 0.0199333
Heightened Def Con from 0.0199333 to 0.0199333
Heightened Def Con from 0.0199333 +to 0.0199333
Heightened Def Con from 0.0199333 ++to 0.0199333
Heightened Def Con from 0.0199333 to 0.0199333
Heightened Def Con from 0.0199333 to 0.0199333
Heightened Def Con from 0.0199333 to 0.0199333
Heightened Def Con from 0.0199333 to 0.0199333
Heightened Def Con from 0.0199333 to 0.0199333
Heightened Def Con from 0.0199333 to 0.0199333
Heightened Def Con from 0.0199333 to 0.0199333
Heightened Def Con from 0.0199333 to 0.0199333
Heightened Def Con from 0.0199333 to 0.0199333
Heightened Def Con from 0.0199333 to 0.0199333
Heightened Def Con from 0.0199333 to 0.0199333
Heightened Def Con from 0.0199333 to 0.0199333
Heightened Def Con from 0.0199333 +to 0.0199333
Heightened Def Con from 0.0199333 to 0.0199333
Heightened Def Con from 0.0199333 to 0.0199333
Heightened Def Con from 0.0199333 +to 0.0199333
Heightened Def Con from 0.0199333 to 0.0199333
Heightened Def Con from 0.0199333 to 0.0199333
Heightened Def Con from 0.0199333 to 0.0199333
Heightened Def Con from 0.0199333 to 0.0199333
Heightened Def Con from 0.0199333 to 0.0199333
Heightened Def Con from 0.0199333 +to 0.0199333
Heightened Def Con from 0.0199333 to 0.0199333
Heightened Def Con from 0.0199333 to 0.0199333
Heightened Def Con from 0.0199333 ++to 0.0199333
Heightened Def Con from 0.0199333 +to 0.0199333
Heightened Def Con from 0.0199333 to 0.0199333
Heightened Def Con from 0.0199333 to 0.0199333
Heightened Def Con from 0.0199333 ++to 0.0199333
Heightened Def Con from 0.0199333 to 0.0199333
Heightened Def Con from 0.0199333 +to 0.0199333
Heightened Def Con from 0.0199333 to 0.0199333
Heightened Def Con from 0.0199333 to 0.0199333
Heightened Def Con from 0.0199333 +++to 0.0199333
Heightened Def Con from 0.0199333 to 0.0199333
Heightened Def Con from 0.0199333 to 0.0199333
Heightened Def Con from 0.0199333 to 0.0199333
Heightened Def Con from 0.0199333 to 0.0199333
Heightened Def Con from 0.0199333 to 0.0199333
Heightened Def Con from 0.0199333 to 0.0199333
Heightened Def Con from 0.0199333 to 0.0199333
Heightened Def Con from 0.0199333 to 0.0199333
Heightened Def Con from 0.0199333 to 0.0199333
Heightened Def Con from 0.0199333 to 0.0199333
Heightened Def Con from 0.0199333 ++to 0.0199333
Heightened Def Con from 0.0199333 to 0.0199333
Heightened Def Con from 0.0199333 to 0.0199333
Heightened Def Con from 0.0199333 to 0.0199333
Heightened Def Con from 0.0199333 to 0.0199333
Heightened Def Con from 0.0199333 to 0.0199333
Heightened Def Con from 0.0199333 to 0.0199333
Heightened Def Con from 0.0199543 ++to 0.0199543
Heightened Def Con from 0.0199543 to 0.0199543
Heightened Def Con from 0.0199543 to 0.0199543
Heightened Def Con from 0.0199543 to 0.0199543
Heightened Def Con from 0.0199543 to 0.0199543
Heightened Def Con from 0.0199543 +++to 0.0199543
Heightened Def Con from 0.0199543 to 0.0199543
Heightened Def Con from 0.0199543 to 0.0199543
Heightened Def Con from 0.0199543 to 0.0199543
Heightened Def Con from 0.0199543 to 0.0199543
Heightened Def Con from 0.0199543 +++++++++++++++++++++to 0.0199543
Heightened Def Con from 0.0199703 +to 0.0199703
Heightened Def Con from 0.0199703 to 0.0199703
Heightened Def Con from 0.0199703 to 0.0199703
Heightened Def Con from 0.0199703 to 0.0199703
Heightened Def Con from 0.0199703 to 0.0199703
Heightened Def Con from 0.0199703 +to 0.0199703
Heightened Def Con from 0.0199703 +to 0.0199703
Heightened Def Con from 0.0199703 ++to 0.0199703
Heightened Def Con from 0.0199703 +to 0.0199703
Heightened Def Con from 0.0199703 ++to 0.0199703
Heightened Def Con from 0.0199703 to 0.0199703
Heightened Def Con from 0.0199703 to 0.0199703
Heightened Def Con from 0.0199703 to 0.0199703
Heightened Def Con from 0.0199703 to 0.0199703
Heightened Def Con from 0.0199703 to 0.0199703
Heightened Def Con from 0.0199703 ++++++++++++++++++to 0.0199703
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 +to 0.0199915
Heightened Def Con from 0.0199915 ++to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 +++to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 +++to 0.0199915
Heightened Def Con from 0.0199915 +++to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 +++to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 ++++to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 +to 0.0199915
Heightened Def Con from 0.0199915 +++to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 +to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 +++++to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 ++++to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 +to 0.0199915
Heightened Def Con from 0.0199915 +to 0.0199915
Heightened Def Con from 0.0199915 ++++to 0.0199915
Heightened Def Con from 0.0199915 ++++to 0.0199915
Heightened Def Con from 0.0199915 +to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 +to 0.0199915
Heightened Def Con from 0.0199915 +to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 ++to 0.0199915
Heightened Def Con from 0.0199915 ++to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 +to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 ++++to 0.0199915
Heightened Def Con from 0.0199915 ++to 0.0199915
Heightened Def Con from 0.0199915 ++to 0.0199915
Heightened Def Con from 0.0199915 +to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 +++++++to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 ++++++++to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 ++to 0.0199915
Heightened Def Con from 0.0199915 ++to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 +to 0.0199915
Heightened Def Con from 0.0199915 ++++++to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 ++++to 0.0199915
Heightened Def Con from 0.0199915 ++++to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 +to 0.0199915
Heightened Def Con from 0.0199915 ++to 0.0199915
Heightened Def Con from 0.0199915 +to 0.0199915
Heightened Def Con from 0.0199915 +++to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 +to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 ++++to 0.0199915
Heightened Def Con from 0.0199915 ++++to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 +++to 0.0199915
Heightened Def Con from 0.0199915 ++to 0.0199915
Heightened Def Con from 0.0199915 +to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 +to 0.0199915
Heightened Def Con from 0.0199915 ++to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 +++to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 ++to 0.0199915
Heightened Def Con from 0.0199915 +to 0.0199915
Heightened Def Con from 0.0199915 +++to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 +to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 +to 0.0199915
Heightened Def Con from 0.0199915 ++++to 0.0199915
Heightened Def Con from 0.0199915 ++to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 +to 0.0199915
Heightened Def Con from 0.0199915 +++to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 +to 0.0199915
Heightened Def Con from 0.0199915 +to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 ++to 0.0199915
Heightened Def Con from 0.0199915 +++++to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 +to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 ++to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 +++to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 +to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 +++to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 +to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 +++to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 ++++to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 ++to 0.0199915
Heightened Def Con from 0.0199915 to 0.0199915
Heightened Def Con from 0.0199915 ++to 0.0199915
Heightened Def Con from 0.0199915 ++to 0.0199915
Heightened Def Con from 0.0199915 ++++to 0.0199915
Heightened Def Con from 0.0199915 ++to 0.0199915
Heightened Def Con from 0.0200005 to 0.0200005
Heightened Def Con from 0.0200005 to 0.0200005
Heightened Def Con from 0.0200005 to 0.0200005
Heightened Def Con from 0.0200005 to 0.0200005
Heightened Def Con from 0.0200005 to 0.0200005
Heightened Def Con from 0.0200005 to 0.0200005
Heightened Def Con from 0.0200005 to 0.0200005
Heightened Def Con from 0.0200005 to 0.0200005
Heightened Def Con from 0.0200005 to 0.0200005
Heightened Def Con from 0.0200005 to 0.0200005
Heightened Def Con from 0.0200005 to 0.0200005
Heightened Def Con from 0.0200005 to 0.0200005
Heightened Def Con from 0.0200005 to 0.0200005
Heightened Def Con from 0.0200005 to 0.0200005
Heightened Def Con from 0.0200005 to 0.0200005
Heightened Def Con from 0.0200005 to 0.0200005
Heightened Def Con from 0.0200005 to 0.0200005
Heightened Def Con from 0.0200005 to 0.0200005
Heightened Def Con from 0.0200005 to 0.0200005
Heightened Def Con from 0.0200005 to 0.0200005
Heightened Def Con from 0.0200005 to 0.0200005
Heightened Def Con from 0.0200005 to 0.0200005
Heightened Def Con from 0.0200005 to 0.0200005
Heightened Def Con from 0.0200005 to 0.0200005
Heightened Def Con from 0.0200005 to 0.0200005
Heightened Def Con from 0.0200005 to 0.0200005
Heightened Def Con from 0.0200005 to 0.0200005
Heightened Def Con from 0.0200005 to 0.0200005
Heightened Def Con from 0.0200005 to 0.0200005
Heightened Def Con from 0.0200005 to 0.0200005
Heightened Def Con from 0.0200005 to 0.0200005
Heightened Def Con from 0.0200005 +to 0.0200005
Heightened Def Con from 0.0200005 to 0.0200005
Heightened Def Con from 0.0200005 to 0.0200005
Heightened Def Con from 0.0200005 to 0.0200005
Heightened Def Con from 0.0200005 to 0.0200005
Heightened Def Con from 0.0200005 to 0.0200005
Heightened Def Con from 0.0200005 to 0.0200005
Heightened Def Con from 0.0200005 to 0.0200005
Heightened Def Con from 0.0200005 to 0.0200005
Heightened Def Con from 0.0200005 to 0.0200005
Heightened Def Con from 0.0200005 to 0.0200005
Heightened Def Con from 0.0200005 to 0.0200005
Heightened Def Con from 0.0200005 to 0.0200005
Heightened Def Con from 0.0200005 +to 0.0200005
Heightened Def Con from 0.0200005 to 0.0200005
Heightened Def Con from 0.0200005 to 0.0200005
Heightened Def Con from 0.0200005 to 0.0200005
Heightened Def Con from 0.0200005 to 0.0200005
Heightened Def Con from 0.0200005 to 0.0200005
Heightened Def Con from 0.0200005 to 0.0200005
Heightened Def Con from 0.0200005 to 0.0200005
Heightened Def Con from 0.0200005 to 0.0200005
Heightened Def Con from 0.0200005 to 0.0200005
Heightened Def Con from 0.0200005 to 0.0200005
Heightened Def Con from 0.0200005 to 0.0200005
Heightened Def Con from 0.0200005 to 0.0200005
Heightened Def Con from 0.0200005 to 0.0200005
Heightened Def Con from 0.0200005 to 0.0200005
Heightened Def Con from 0.0200005 to 0.0200005
Heightened Def Con from 0.0200005 +to 0.0200005
Heightened Def Con from 0.0200005 to 0.0200005
Heightened Def Con from 0.0200005 to 0.0200005
Heightened Def Con from 0.0200005 to 0.0200005
Heightened Def Con from 0.0200005 ++++++++++++++to 0.0200005
Heightened Def Con from 0.0250196 to 0.0250196
Heightened Def Con from 0.0250196 to 0.0250196
Heightened Def Con from 0.0250196 to 0.0250196
Heightened Def Con from 0.0250196 to 0.0250196
Heightened Def Con from 0.0250196 to 0.0250196
Heightened Def Con from 0.0250196 +to 0.0250196
Heightened Def Con from 0.0250196 +to 0.0250196
Heightened Def Con from 0.0250196 to 0.0250196
Heightened Def Con from 0.0250196 to 0.0250196
Heightened Def Con from 0.0250196 ++to 0.0250196
Heightened Def Con from 0.0250196 +to 0.0250196
Heightened Def Con from 0.0250196 to 0.0250196
Heightened Def Con from 0.0250196 ++to 0.0250196
Heightened Def Con from 0.0250196 to 0.0250196
Heightened Def Con from 0.0250196 to 0.0250196
Heightened Def Con from 0.0250196 +to 0.0250196
Heightened Def Con from 0.0250196 to 0.0250196
Heightened Def Con from 0.0250196 +to 0.0250196
Heightened Def Con from 0.0250196 to 0.0250196
Heightened Def Con from 0.0250196 to 0.0250196
Heightened Def Con from 0.0250196 ++to 0.0250196
Heightened Def Con from 0.0250196 to 0.0250196
Heightened Def Con from 0.0250196 +to 0.0250196
Heightened Def Con from 0.0250196 +to 0.0250196
Heightened Def Con from 0.0250196 to 0.0250196
Heightened Def Con from 0.0250196 to 0.0250196
Heightened Def Con from 0.0250196 to 0.0250196
Heightened Def Con from 0.0250196 to 0.0250196
Heightened Def Con from 0.0250196 to 0.0250196
Heightened Def Con from 0.0250196 ++to 0.0250196
Heightened Def Con from 0.0250196 +to 0.0250196
Heightened Def Con from 0.0250196 to 0.0250196
Heightened Def Con from 0.0250196 to 0.0250196
Heightened Def Con from 0.025038 to 0.025038
Heightened Def Con from 0.025038 to 0.025038
Heightened Def Con from 0.025038 +to 0.025038
Heightened Def Con from 0.025038 +++to 0.025038
Heightened Def Con from 0.025038 to 0.025038
Heightened Def Con from 0.025038 to 0.025038
Heightened Def Con from 0.025038 to 0.025038
Heightened Def Con from 0.025038 +to 0.025038
Heightened Def Con from 0.025038 +to 0.025038
Heightened Def Con from 0.025038 to 0.025038
Heightened Def Con from 0.025038 to 0.025038
Heightened Def Con from 0.025038 to 0.025038
Heightened Def Con from 0.025038 to 0.025038
Heightened Def Con from 0.025038 to 0.025038
Heightened Def Con from 0.025038 to 0.025038
Heightened Def Con from 0.025038 to 0.025038
Heightened Def Con from 0.025038 +to 0.025038
Heightened Def Con from 0.025038 +to 0.025038
Heightened Def Con from 0.025038 to 0.025038
Heightened Def Con from 0.025038 to 0.025038
Heightened Def Con from 0.025038 +to 0.025038
Heightened Def Con from 0.025038 to 0.025038
Heightened Def Con from 0.025038 to 0.025038
Heightened Def Con from 0.025038 to 0.025038
Heightened Def Con from 0.025038 to 0.025038
Heightened Def Con from 0.025038 to 0.025038
Heightened Def Con from 0.025038 to 0.025038
Heightened Def Con from 0.025038 to 0.025038
Heightened Def Con from 0.025038 to 0.025038
Heightened Def Con from 0.025038 +to 0.025038
Heightened Def Con from 0.025038 +to 0.025038
Heightened Def Con from 0.025038 +to 0.025038
Heightened Def Con from 0.025038 to 0.025038
Heightened Def Con from 0.025038 +to 0.025038
Heightened Def Con from 0.025038 to 0.025038
Heightened Def Con from 0.025038 to 0.025038
Heightened Def Con from 0.025038 to 0.025038
Heightened Def Con from 0.025038 +to 0.025038
Heightened Def Con from 0.025038 +to 0.025038
Heightened Def Con from 0.025038 to 0.025038
Heightened Def Con from 0.025038 +to 0.025038
Heightened Def Con from 0.025038 to 0.025038
Heightened Def Con from 0.025038 to 0.025038
Heightened Def Con from 0.025038 +to 0.025038
Heightened Def Con from 0.025038 to 0.025038
Heightened Def Con from 0.025038 +to 0.025038
Heightened Def Con from 0.025038 +to 0.025038
Heightened Def Con from 0.025038 to 0.025038
Heightened Def Con from 0.025038 to 0.025038
Heightened Def Con from 0.025038 to 0.025038
Heightened Def Con from 0.025038 to 0.025038
Heightened Def Con from 0.025038 to 0.025038
Heightened Def Con from 0.025038 to 0.025038
Heightened Def Con from 0.025038 to 0.025038
Heightened Def Con from 0.025038 to 0.025038
Heightened Def Con from 0.025038 to 0.025038
Heightened Def Con from 0.025038 ++++++++++++to 0.025038
Heightened Def Con from 0.0250592 to 0.0250592
Heightened Def Con from 0.0250592 to 0.0250592
Heightened Def Con from 0.0250592 to 0.0250592
Heightened Def Con from 0.0250592 +to 0.0250592
Heightened Def Con from 0.0250592 to 0.0250592
Heightened Def Con from 0.0250592 to 0.0250592
Heightened Def Con from 0.0250592 to 0.0250592
Heightened Def Con from 0.0250592 to 0.0250592
Heightened Def Con from 0.0250592 to 0.0250592
Heightened Def Con from 0.0250592 to 0.0250592
Heightened Def Con from 0.0250592 ++to 0.0250592
Heightened Def Con from 0.0250592 to 0.0250592
Heightened Def Con from 0.0250592 to 0.0250592
Heightened Def Con from 0.0250592 to 0.0250592
Heightened Def Con from 0.0250592 to 0.0250592
Heightened Def Con from 0.0250592 +to 0.0250592
Heightened Def Con from 0.0250592 to 0.0250592
Heightened Def Con from 0.0250592 ++to 0.0250592
Heightened Def Con from 0.0250592 to 0.0250592
Heightened Def Con from 0.0250592 +++to 0.0250592
Heightened Def Con from 0.0250592 +to 0.0250592
Heightened Def Con from 0.0250592 to 0.0250592
Heightened Def Con from 0.0250592 ++to 0.0250592
Heightened Def Con from 0.0250592 to 0.0250592
Heightened Def Con from 0.0250592 +to 0.0250592
Heightened Def Con from 0.0250592 to 0.0250592
Heightened Def Con from 0.0250592 to 0.0250592
Heightened Def Con from 0.0250592 +to 0.0250592
Heightened Def Con from 0.0250592 to 0.0250592
Heightened Def Con from 0.0250592 to 0.0250592
Heightened Def Con from 0.0250592 to 0.0250592
Heightened Def Con from 0.0250592 to 0.0250592
Heightened Def Con from 0.0250592 to 0.0250592
Heightened Def Con from 0.0250592 to 0.0250592
Heightened Def Con from 0.0250592 ++to 0.0250592
Heightened Def Con from 0.0250592 to 0.0250592
Heightened Def Con from 0.0250592 to 0.0250592
Heightened Def Con from 0.0250592 +++to 0.0250592
Heightened Def Con from 0.0250592 to 0.0250592
Heightened Def Con from 0.0250592 +to 0.0250592
Heightened Def Con from 0.0250592 to 0.0250592
Heightened Def Con from 0.0250592 to 0.0250592
Heightened Def Con from 0.0250592 ++to 0.0250592
Heightened Def Con from 0.0250592 to 0.0250592
Heightened Def Con from 0.0250592 +to 0.0250592
Heightened Def Con from 0.0250592 to 0.0250592
Heightened Def Con from 0.0250592 to 0.0250592
Heightened Def Con from 0.0250592 +to 0.0250592
Heightened Def Con from 0.0250592 to 0.0250592
Heightened Def Con from 0.0250592 to 0.0250592
Heightened Def Con from 0.0250592 to 0.0250592
Heightened Def Con from 0.0250592 to 0.0250592
Heightened Def Con from 0.0250592 to 0.0250592
Heightened Def Con from 0.0250592 +++to 0.0250592
Heightened Def Con from 0.0250592 ++to 0.0250592
Heightened Def Con from 0.0250592 +to 0.0250592
Heightened Def Con from 0.0250592 +++to 0.0250592
Heightened Def Con from 0.0250592 ++++to 0.0250592
Heightened Def Con from 0.0250592 to 0.0250592
Heightened Def Con from 0.0250592 to 0.0250592
Heightened Def Con from 0.0250592 to 0.0250592
Heightened Def Con from 0.0250592 to 0.0250592
Heightened Def Con from 0.0250592 to 0.0250592
Heightened Def Con from 0.0250592 +to 0.0250592
Heightened Def Con from 0.0250592 +to 0.0250592
Heightened Def Con from 0.0250592 to 0.0250592
Heightened Def Con from 0.0250592 to 0.0250592
Heightened Def Con from 0.0250592 to 0.0250592
Heightened Def Con from 0.0250592 +to 0.0250592
Heightened Def Con from 0.0250592 ++to 0.0250592
Heightened Def Con from 0.0250592 +++to 0.0250592
Heightened Def Con from 0.0250592 to 0.0250592
Heightened Def Con from 0.0250592 +to 0.0250592
Heightened Def Con from 0.0250592 to 0.0250592
Heightened Def Con from 0.0250592 to 0.0250592
Heightened Def Con from 0.0250592 to 0.0250592
Heightened Def Con from 0.0250592 ++++to 0.0250592
Heightened Def Con from 0.0250592 ++++++to 0.0250592
Heightened Def Con from 0.0250592 to 0.0250592
Heightened Def Con from 0.0250592 to 0.0250592
Heightened Def Con from 0.0250592 to 0.0250592
Heightened Def Con from 0.0250592 to 0.0250592
Heightened Def Con from 0.0250592 to 0.0250592
Heightened Def Con from 0.0250592 to 0.0250592
Heightened Def Con from 0.0250592 to 0.0250592
Heightened Def Con from 0.0250592 to 0.0250592
Heightened Def Con from 0.0250592 to 0.0250592
Heightened Def Con from 0.0250592 to 0.0250592
Heightened Def Con from 0.0250592 to 0.0250592
Heightened Def Con from 0.0250592 ++to 0.0250592
Heightened Def Con from 0.0250592 ++++to 0.0250592
Heightened Def Con from 0.0250592 +to 0.0250592
Heightened Def Con from 0.0250592 ++++to 0.0250592
Heightened Def Con from 0.0250592 to 0.0250592
Heightened Def Con from 0.0250592 +++to 0.0250592
Heightened Def Con from 0.0250592 +to 0.0250592
