Circuit: * D:\Code\PSPICE\Schematic\integrator.asc

Direct Newton iteration for .op point succeeded.
Heightened Def Con from 0.0158749 to 0.0158749
Heightened Def Con from 0.0158749 to 0.0158749
Heightened Def Con from 0.0158749 ++++++++++++to 0.0158749
Heightened Def Con from 0.0158908 to 0.0158908
Heightened Def Con from 0.0158908 to 0.0158908
Heightened Def Con from 0.0158908 to 0.0158908
Heightened Def Con from 0.0158908 to 0.0158908
Heightened Def Con from 0.0158908 to 0.0158908
Heightened Def Con from 0.0158908 to 0.0158908
Heightened Def Con from 0.0158908 to 0.0158908
Heightened Def Con from 0.0158908 to 0.0158908
Heightened Def Con from 0.0158908 to 0.0158908
Heightened Def Con from 0.0158908 +to 0.0158908
Heightened Def Con from 0.0158908 to 0.0158908
Heightened Def Con from 0.0158908 to 0.0158908
Heightened Def Con from 0.0158908 to 0.0158908
Heightened Def Con from 0.0158908 to 0.0158908
Heightened Def Con from 0.0158908 +to 0.0158908
Heightened Def Con from 0.0158908 +to 0.0158908
Heightened Def Con from 0.0158908 ++to 0.0158908
Heightened Def Con from 0.0158908 to 0.0158908
Heightened Def Con from 0.0158908 to 0.0158908
Heightened Def Con from 0.0158908 +to 0.0158908
Heightened Def Con from 0.0158908 to 0.0158908
Heightened Def Con from 0.0158908 +to 0.0158908
Heightened Def Con from 0.0158908 +to 0.0158908
Heightened Def Con from 0.0158908 +to 0.0158908
Heightened Def Con from 0.0158908 to 0.0158908
Heightened Def Con from 0.0158908 to 0.0158908
Heightened Def Con from 0.0158908 to 0.0158908
Heightened Def Con from 0.0158908 +to 0.0158908
Heightened Def Con from 0.0158908 to 0.0158908
Heightened Def Con from 0.0158908 to 0.0158908
Heightened Def Con from 0.0158908 to 0.0158908
Heightened Def Con from 0.0158908 +to 0.0158908
Heightened Def Con from 0.0158908 to 0.0158908
Heightened Def Con from 0.0158908 to 0.0158908
Heightened Def Con from 0.0158908 to 0.0158908
Heightened Def Con from 0.0158908 to 0.0158908
Heightened Def Con from 0.0158908 to 0.0158908
Heightened Def Con from 0.0158908 to 0.0158908
Heightened Def Con from 0.0158908 to 0.0158908
Heightened Def Con from 0.0158908 +to 0.0158908
Heightened Def Con from 0.0158908 to 0.0158908
Heightened Def Con from 0.0158908 to 0.0158908
Heightened Def Con from 0.0158908 to 0.0158908
Heightened Def Con from 0.0158908 to 0.0158908
Heightened Def Con from 0.0158908 to 0.0158908
Heightened Def Con from 0.0158908 to 0.0158908
Heightened Def Con from 0.0158908 to 0.0158908
Heightened Def Con from 0.0158908 +to 0.0158908
Heightened Def Con from 0.0158908 to 0.0158908
Heightened Def Con from 0.0158908 to 0.0158908
Heightened Def Con from 0.0158908 to 0.0158908
Heightened Def Con from 0.0158908 +to 0.0158908
Heightened Def Con from 0.0158908 to 0.0158908
Heightened Def Con from 0.0158908 to 0.0158908
Heightened Def Con from 0.0158908 +to 0.0158908
Heightened Def Con from 0.0158908 +to 0.0158908
Heightened Def Con from 0.0159118 to 0.0159118
Heightened Def Con from 0.0159118 to 0.0159118
Heightened Def Con from 0.0159118 ++++to 0.0159118
Heightened Def Con from 0.0159118 ++++++to 0.0159118
Heightened Def Con from 0.0159118 +++++++++to 0.0159118
Heightened Def Con from 0.0159118 ++++to 0.0159118
Heightened Def Con from 0.0159118 to 0.0159118
Heightened Def Con from 0.0159118 +++++++++++++++++to 0.0159118
Heightened Def Con from 0.0159278 to 0.0159278
Heightened Def Con from 0.0159278 +to 0.0159278
Heightened Def Con from 0.0159278 to 0.0159278
Heightened Def Con from 0.0159278 +to 0.0159278
Heightened Def Con from 0.0159278 ++to 0.0159278
Heightened Def Con from 0.0159278 to 0.0159278
Heightened Def Con from 0.0159278 to 0.0159278
Heightened Def Con from 0.0159278 to 0.0159278
Heightened Def Con from 0.0159278 to 0.0159278
Heightened Def Con from 0.0159278 to 0.0159278
Heightened Def Con from 0.0159278 ++to 0.0159278
Heightened Def Con from 0.0159278 ++++++++++++to 0.0159278
Heightened Def Con from 0.015949 to 0.015949
Heightened Def Con from 0.015949 to 0.015949
Heightened Def Con from 0.015949 to 0.015949
Heightened Def Con from 0.015949 ++++to 0.015949
Heightened Def Con from 0.015949 +to 0.015949
Heightened Def Con from 0.015949 to 0.015949
Heightened Def Con from 0.015949 to 0.015949
Heightened Def Con from 0.015949 to 0.015949
Heightened Def Con from 0.015949 to 0.015949
Heightened Def Con from 0.015949 to 0.015949
Heightened Def Con from 0.015949 +to 0.015949
Heightened Def Con from 0.015949 +to 0.015949
Heightened Def Con from 0.015949 +to 0.015949
Heightened Def Con from 0.015949 +to 0.015949
Heightened Def Con from 0.015949 ++to 0.015949
Heightened Def Con from 0.015949 to 0.015949
Heightened Def Con from 0.015949 to 0.015949
Heightened Def Con from 0.015949 ++++to 0.015949
Heightened Def Con from 0.015949 to 0.015949
Heightened Def Con from 0.015949 +to 0.015949
Heightened Def Con from 0.015949 to 0.015949
Heightened Def Con from 0.015949 +++to 0.015949
Heightened Def Con from 0.015949 to 0.015949
Heightened Def Con from 0.015949 to 0.015949
Heightened Def Con from 0.015949 +++++to 0.015949
Heightened Def Con from 0.015949 +++to 0.015949
Heightened Def Con from 0.015949 to 0.015949
Heightened Def Con from 0.015949 +to 0.015949
Heightened Def Con from 0.015949 ++to 0.015949
Heightened Def Con from 0.015949 to 0.015949
Heightened Def Con from 0.015949 +++to 0.015949
Heightened Def Con from 0.015949 +to 0.015949
Heightened Def Con from 0.015949 to 0.015949
Heightened Def Con from 0.015949 +++++++++++to 0.015949
Heightened Def Con from 0.0159649 to 0.0159649
Heightened Def Con from 0.0159649 to 0.0159649
Heightened Def Con from 0.0159649 +to 0.0159649
Heightened Def Con from 0.0159649 ++++to 0.0159649
Heightened Def Con from 0.0159649 to 0.0159649
Heightened Def Con from 0.0159649 to 0.0159649
Heightened Def Con from 0.0159649 ++to 0.0159649
Heightened Def Con from 0.0159649 to 0.0159649
Heightened Def Con from 0.0159649 to 0.0159649
Heightened Def Con from 0.0159649 to 0.0159649
Heightened Def Con from 0.0159649 to 0.0159649
Heightened Def Con from 0.0159649 ++to 0.0159649
Heightened Def Con from 0.0159649 +to 0.0159649
Heightened Def Con from 0.0159649 to 0.0159649
Heightened Def Con from 0.0159649 ++to 0.0159649
Heightened Def Con from 0.0159649 to 0.0159649
Heightened Def Con from 0.0159649 +to 0.0159649
Heightened Def Con from 0.0159649 +to 0.0159649
Heightened Def Con from 0.0159649 to 0.0159649
Heightened Def Con from 0.0159649 +to 0.0159649
Heightened Def Con from 0.0159649 to 0.0159649
Heightened Def Con from 0.0159649 to 0.0159649
Heightened Def Con from 0.0159649 to 0.0159649
Heightened Def Con from 0.0159649 to 0.0159649
Heightened Def Con from 0.0159649 to 0.0159649
Heightened Def Con from 0.0159649 +to 0.0159649
Heightened Def Con from 0.0159649 +to 0.0159649
Heightened Def Con from 0.0159649 to 0.0159649
Heightened Def Con from 0.0159649 to 0.0159649
Heightened Def Con from 0.0159649 to 0.0159649
Heightened Def Con from 0.0159649 +to 0.0159649
Heightened Def Con from 0.0159649 to 0.0159649
Heightened Def Con from 0.0159649 ++to 0.0159649
Heightened Def Con from 0.0159649 to 0.0159649
Heightened Def Con from 0.0159649 to 0.0159649
Heightened Def Con from 0.0159649 to 0.0159649
Heightened Def Con from 0.0159649 to 0.0159649
Heightened Def Con from 0.0159649 to 0.0159649
Heightened Def Con from 0.0159649 +to 0.0159649
Heightened Def Con from 0.0159649 +to 0.0159649
Heightened Def Con from 0.0159649 to 0.0159649
Heightened Def Con from 0.0159649 to 0.0159649
Heightened Def Con from 0.0159649 to 0.0159649
Heightened Def Con from 0.0159649 +++to 0.0159649
Heightened Def Con from 0.0159649 +to 0.0159649
Heightened Def Con from 0.0159649 to 0.0159649
Heightened Def Con from 0.0159649 +to 0.0159649
Heightened Def Con from 0.0159649 to 0.0159649
Heightened Def Con from 0.0159649 to 0.0159649
Heightened Def Con from 0.0159649 +to 0.0159649
Heightened Def Con from 0.0159649 to 0.0159649
Heightened Def Con from 0.0159649 to 0.0159649
Heightened Def Con from 0.0159649 to 0.0159649
Heightened Def Con from 0.0159649 to 0.0159649
Heightened Def Con from 0.0159649 to 0.0159649
Heightened Def Con from 0.0159649 +to 0.0159649
Heightened Def Con from 0.0159649 to 0.0159649
Heightened Def Con from 0.0159649 +to 0.0159649
Heightened Def Con from 0.0159649 to 0.0159649
Heightened Def Con from 0.0159649 +++to 0.0159649
Heightened Def Con from 0.0159649 to 0.0159649
Heightened Def Con from 0.0159649 to 0.0159649
Heightened Def Con from 0.0159649 to 0.0159649
Heightened Def Con from 0.0159649 to 0.0159649
Heightened Def Con from 0.0159649 +to 0.0159649
Heightened Def Con from 0.0159649 to 0.0159649
Heightened Def Con from 0.0159649 to 0.0159649
Heightened Def Con from 0.0159649 to 0.0159649
Heightened Def Con from 0.0159649 to 0.0159649
Heightened Def Con from 0.0159649 to 0.0159649
Heightened Def Con from 0.0159649 to 0.0159649
Heightened Def Con from 0.0159649 +++++++to 0.0159649
Heightened Def Con from 0.0159861 to 0.0159861
Heightened Def Con from 0.0159861 ++to 0.0159861
Heightened Def Con from 0.0159861 to 0.0159861
Heightened Def Con from 0.0159861 +to 0.0159861
Heightened Def Con from 0.0159861 to 0.0159861
Heightened Def Con from 0.0159861 to 0.0159861
Heightened Def Con from 0.0159861 +++++++++++++++++++++to 0.0159861
Heightened Def Con from 0.0160021 to 0.0160021
Heightened Def Con from 0.0160021 +to 0.0160021
Heightened Def Con from 0.0160021 +to 0.0160021
Heightened Def Con from 0.0160021 to 0.0160021
Heightened Def Con from 0.0160021 ++to 0.0160021
Heightened Def Con from 0.0160021 +to 0.0160021
Heightened Def Con from 0.0160021 to 0.0160021
Heightened Def Con from 0.0160021 to 0.0160021
Heightened Def Con from 0.0160021 +to 0.0160021
Heightened Def Con from 0.0160021 +to 0.0160021
Heightened Def Con from 0.0160021 to 0.0160021
Heightened Def Con from 0.0160021 to 0.0160021
Heightened Def Con from 0.0160021 to 0.0160021
Heightened Def Con from 0.0160021 +++to 0.0160021
Heightened Def Con from 0.0160021 to 0.0160021
Heightened Def Con from 0.0160021 ++++++++++++++to 0.0160021
Heightened Def Con from 0.0160231 +to 0.0160231
Heightened Def Con from 0.0160231 to 0.0160231
Heightened Def Con from 0.0160231 to 0.0160231
Heightened Def Con from 0.0160231 to 0.0160231
Heightened Def Con from 0.0160231 to 0.0160231
Heightened Def Con from 0.0160231 to 0.0160231
Heightened Def Con from 0.0160231 to 0.0160231
Heightened Def Con from 0.0160231 to 0.0160231
Heightened Def Con from 0.0160231 +to 0.0160231
Heightened Def Con from 0.0160231 +to 0.0160231
Heightened Def Con from 0.0160231 to 0.0160231
Heightened Def Con from 0.0160231 +to 0.0160231
Heightened Def Con from 0.0160231 to 0.0160231
Heightened Def Con from 0.0160231 +++++++++++++++++to 0.0160231
Heightened Def Con from 0.016039 to 0.016039
Heightened Def Con from 0.016039 to 0.016039
Heightened Def Con from 0.016039 ++to 0.016039
Heightened Def Con from 0.016039 to 0.016039
Heightened Def Con from 0.016039 to 0.016039
Heightened Def Con from 0.016039 to 0.016039
Heightened Def Con from 0.016039 +to 0.016039
Heightened Def Con from 0.016039 to 0.016039
Heightened Def Con from 0.016039 +to 0.016039
Heightened Def Con from 0.0160602 to 0.0160602
Heightened Def Con from 0.0160602 to 0.0160602
Heightened Def Con from 0.0160602 to 0.0160602
Heightened Def Con from 0.0160602 ++to 0.0160602
Heightened Def Con from 0.0160602 to 0.0160602
Heightened Def Con from 0.0160602 to 0.0160602
Heightened Def Con from 0.0160602 to 0.0160602
Heightened Def Con from 0.0160602 to 0.0160602
Heightened Def Con from 0.0160602 to 0.0160602
Heightened Def Con from 0.0160602 to 0.0160602
Heightened Def Con from 0.0160602 to 0.0160602
Heightened Def Con from 0.0160602 +to 0.0160602
Heightened Def Con from 0.0160602 +to 0.0160602
Heightened Def Con from 0.0160602 to 0.0160602
Heightened Def Con from 0.0160761 to 0.0160761
Heightened Def Con from 0.0160761 +to 0.0160761
Heightened Def Con from 0.0160761 to 0.0160761
Heightened Def Con from 0.0160761 to 0.0160761
Heightened Def Con from 0.0160761 to 0.0160761
Heightened Def Con from 0.0160761 ++to 0.0160761
Heightened Def Con from 0.0160761 to 0.0160761
Heightened Def Con from 0.0160761 +to 0.0160761
Heightened Def Con from 0.0160761 to 0.0160761
Heightened Def Con from 0.0160761 to 0.0160761
Heightened Def Con from 0.0160761 to 0.0160761
Heightened Def Con from 0.0160761 to 0.0160761
Heightened Def Con from 0.0160761 +to 0.0160761
Heightened Def Con from 0.0160761 +to 0.0160761
Heightened Def Con from 0.0160761 to 0.0160761
Heightened Def Con from 0.0160761 to 0.0160761
Heightened Def Con from 0.0160761 +to 0.0160761
Heightened Def Con from 0.0160761 to 0.0160761
Heightened Def Con from 0.0160761 to 0.0160761
Heightened Def Con from 0.0160761 to 0.0160761
Heightened Def Con from 0.0160761 to 0.0160761
Heightened Def Con from 0.0160761 ++++to 0.0160761
Heightened Def Con from 0.0160761 to 0.0160761
Heightened Def Con from 0.0160761 to 0.0160761
Heightened Def Con from 0.0160761 +to 0.0160761
Heightened Def Con from 0.0160761 ++to 0.0160761
Heightened Def Con from 0.0160761 to 0.0160761
Heightened Def Con from 0.0160761 to 0.0160761
Heightened Def Con from 0.0160761 +to 0.0160761
Heightened Def Con from 0.0160761 to 0.0160761
Heightened Def Con from 0.0160761 to 0.0160761
Heightened Def Con from 0.0160761 to 0.0160761
Heightened Def Con from 0.0160761 +to 0.0160761
Heightened Def Con from 0.0160761 to 0.0160761
Heightened Def Con from 0.0160761 to 0.0160761
Heightened Def Con from 0.0160761 to 0.0160761
Heightened Def Con from 0.0160761 to 0.0160761
Heightened Def Con from 0.0160761 +++++++++++++++++++++to 0.0160761
Heightened Def Con from 0.0160973 to 0.0160973
Heightened Def Con from 0.0160973 to 0.0160973
Heightened Def Con from 0.0160973 to 0.0160973
Heightened Def Con from 0.0160973 to 0.0160973
Heightened Def Con from 0.0160973 ++++to 0.0160973
Heightened Def Con from 0.0160973 to 0.0160973
Heightened Def Con from 0.0160973 to 0.0160973
Heightened Def Con from 0.0160973 +to 0.0160973
Heightened Def Con from 0.0160973 ++to 0.0160973
Heightened Def Con from 0.0160973 ++to 0.0160973
Heightened Def Con from 0.0160973 to 0.0160973
Heightened Def Con from 0.0160973 ++to 0.0160973
Heightened Def Con from 0.0160973 to 0.0160973
Heightened Def Con from 0.0160973 to 0.0160973
Heightened Def Con from 0.0160973 ++++to 0.0160973
Heightened Def Con from 0.0160973 +++to 0.0160973
Heightened Def Con from 0.0160973 to 0.0160973
Heightened Def Con from 0.0160973 +to 0.0160973
Heightened Def Con from 0.0160973 to 0.0160973
Heightened Def Con from 0.0160973 to 0.0160973
Heightened Def Con from 0.0160973 to 0.0160973
Heightened Def Con from 0.0160973 +to 0.0160973
Heightened Def Con from 0.0160973 +to 0.0160973
Heightened Def Con from 0.0160973 to 0.0160973
Heightened Def Con from 0.0160973 to 0.0160973
Heightened Def Con from 0.0160973 to 0.0160973
Heightened Def Con from 0.0160973 to 0.0160973
Heightened Def Con from 0.0160973 to 0.0160973
Heightened Def Con from 0.0160973 to 0.0160973
Heightened Def Con from 0.0160973 to 0.0160973
Heightened Def Con from 0.0160973 to 0.0160973
Heightened Def Con from 0.0160973 to 0.0160973
Heightened Def Con from 0.0160973 ++to 0.0160973
Heightened Def Con from 0.0160973 +to 0.0160973
Heightened Def Con from 0.0160973 +to 0.0160973
Heightened Def Con from 0.0160973 to 0.0160973
Heightened Def Con from 0.0160973 +to 0.0160973
Heightened Def Con from 0.0160973 ++++to 0.0160973
Heightened Def Con from 0.0160973 to 0.0160973
Heightened Def Con from 0.0160973 to 0.0160973
Heightened Def Con from 0.0160973 ++to 0.0160973
Heightened Def Con from 0.0160973 to 0.0160973
Heightened Def Con from 0.0160973 ++to 0.0160973
Heightened Def Con from 0.0160973 +to 0.0160973
Heightened Def Con from 0.0160973 +to 0.0160973
Heightened Def Con from 0.0160973 ++++to 0.0160973
Heightened Def Con from 0.0160973 +to 0.0160973
Heightened Def Con from 0.0160973 +to 0.0160973
Heightened Def Con from 0.0160973 +++++++++++++++++++++to 0.0160973
Heightened Def Con from 0.0161133 +to 0.0161133
Heightened Def Con from 0.0161133 to 0.0161133
Heightened Def Con from 0.0161133 ++to 0.0161133
Heightened Def Con from 0.0161133 to 0.0161133
Heightened Def Con from 0.0161133 to 0.0161133
Heightened Def Con from 0.0161133 to 0.0161133
Heightened Def Con from 0.0161133 to 0.0161133
Heightened Def Con from 0.0161133 +to 0.0161133
Heightened Def Con from 0.0161133 to 0.0161133
Heightened Def Con from 0.0161133 to 0.0161133
Heightened Def Con from 0.0161133 ++++++to 0.0161133
Heightened Def Con from 0.0161345 +to 0.0161345
Heightened Def Con from 0.0161345 to 0.0161345
Heightened Def Con from 0.0161345 +to 0.0161345
Heightened Def Con from 0.0161345 +++to 0.0161345
Heightened Def Con from 0.0161345 +to 0.0161345
Heightened Def Con from 0.0161345 +to 0.0161345
Heightened Def Con from 0.0161345 to 0.0161345
Heightened Def Con from 0.0161345 to 0.0161345
Heightened Def Con from 0.0161345 to 0.0161345
Heightened Def Con from 0.0161345 to 0.0161345
Heightened Def Con from 0.0161345 +++to 0.0161345
Heightened Def Con from 0.0161504 to 0.0161504
Heightened Def Con from 0.0161504 to 0.0161504
Heightened Def Con from 0.0161504 to 0.0161504
Heightened Def Con from 0.0161504 to 0.0161504
Heightened Def Con from 0.0161504 to 0.0161504
Heightened Def Con from 0.0161504 ++to 0.0161504
Heightened Def Con from 0.0161504 to 0.0161504
Heightened Def Con from 0.0161504 to 0.0161504
Heightened Def Con from 0.0161504 ++to 0.0161504
Heightened Def Con from 0.0161504 ++to 0.0161504
Heightened Def Con from 0.0161504 to 0.0161504
Heightened Def Con from 0.0161504 ++++to 0.0161504
Heightened Def Con from 0.0161504 to 0.0161504
Heightened Def Con from 0.0161504 +to 0.0161504
Heightened Def Con from 0.0161504 to 0.0161504
Heightened Def Con from 0.0161504 to 0.0161504
Heightened Def Con from 0.0161504 +to 0.0161504
Heightened Def Con from 0.0161504 +to 0.0161504
Heightened Def Con from 0.0161504 to 0.0161504
Heightened Def Con from 0.0161504 +to 0.0161504
Heightened Def Con from 0.0161504 to 0.0161504
Heightened Def Con from 0.0161504 to 0.0161504
Heightened Def Con from 0.0161504 +to 0.0161504
Heightened Def Con from 0.0161504 to 0.0161504
Heightened Def Con from 0.0161504 +to 0.0161504
Heightened Def Con from 0.0161504 to 0.0161504
Heightened Def Con from 0.0161504 ++to 0.0161504
Heightened Def Con from 0.0161504 to 0.0161504
Heightened Def Con from 0.0161504 to 0.0161504
Heightened Def Con from 0.0161504 to 0.0161504
Heightened Def Con from 0.0161504 to 0.0161504
Heightened Def Con from 0.0161504 to 0.0161504
Heightened Def Con from 0.0161714 +to 0.0161714
Heightened Def Con from 0.0161714 +++to 0.0161714
Heightened Def Con from 0.0161714 to 0.0161714
Heightened Def Con from 0.0161714 to 0.0161714
Heightened Def Con from 0.0161714 ++to 0.0161714
Heightened Def Con from 0.0161714 to 0.0161714
Heightened Def Con from 0.0161714 to 0.0161714
Heightened Def Con from 0.0161874 +to 0.0161874
Heightened Def Con from 0.0161874 to 0.0161874
Heightened Def Con from 0.0161874 to 0.0161874
Heightened Def Con from 0.0161874 +to 0.0161874
Heightened Def Con from 0.0161874 +to 0.0161874
Heightened Def Con from 0.0161874 +to 0.0161874
Heightened Def Con from 0.0161874 to 0.0161874
Heightened Def Con from 0.0161874 +to 0.0161874
Heightened Def Con from 0.0161874 to 0.0161874
Heightened Def Con from 0.0161874 +++++++++++++++++to 0.0161874
Heightened Def Con from 0.0162085 +++++++to 0.0162085
Heightened Def Con from 0.0162085 to 0.0162085
Heightened Def Con from 0.0162085 ++++++to 0.0162085
Heightened Def Con from 0.0162085 to 0.0162085
Heightened Def Con from 0.0162085 +++++to 0.0162085
Heightened Def Con from 0.0162085 to 0.0162085
Heightened Def Con from 0.0162085 to 0.0162085
Heightened Def Con from 0.0162085 to 0.0162085
Heightened Def Con from 0.0162085 ++to 0.0162085
Heightened Def Con from 0.0162085 to 0.0162085
Heightened Def Con from 0.0162085 ++++to 0.0162085
Heightened Def Con from 0.0162085 to 0.0162085
Heightened Def Con from 0.0162085 +++to 0.0162085
Heightened Def Con from 0.0162085 ++to 0.0162085
Heightened Def Con from 0.0162085 ++to 0.0162085
Heightened Def Con from 0.0162085 to 0.0162085
Heightened Def Con from 0.0162085 to 0.0162085
Heightened Def Con from 0.0162085 +to 0.0162085
Heightened Def Con from 0.0162085 ++to 0.0162085
Heightened Def Con from 0.0162085 +to 0.0162085
Heightened Def Con from 0.0162085 +to 0.0162085
Heightened Def Con from 0.0162085 to 0.0162085
Heightened Def Con from 0.0162085 to 0.0162085
Heightened Def Con from 0.0162085 +to 0.0162085
Heightened Def Con from 0.0162085 to 0.0162085
Heightened Def Con from 0.0162085 ++to 0.0162085
Heightened Def Con from 0.0162085 to 0.0162085
Heightened Def Con from 0.0162085 +++to 0.0162085
Heightened Def Con from 0.0162085 ++to 0.0162085
Heightened Def Con from 0.0162085 to 0.0162085
Heightened Def Con from 0.0162085 to 0.0162085
Heightened Def Con from 0.0162085 +to 0.0162085
Heightened Def Con from 0.0162085 to 0.0162085
Heightened Def Con from 0.0162085 ++to 0.0162085
Heightened Def Con from 0.0162085 ++to 0.0162085
Heightened Def Con from 0.0162085 to 0.0162085
Heightened Def Con from 0.0162085 +to 0.0162085
Heightened Def Con from 0.0162085 +to 0.0162085
Heightened Def Con from 0.0162085 to 0.0162085
Heightened Def Con from 0.0162085 to 0.0162085
Heightened Def Con from 0.0162085 +to 0.0162085
Heightened Def Con from 0.0162085 to 0.0162085
Heightened Def Con from 0.0162085 +++++++++to 0.0162085
Heightened Def Con from 0.0162085 +to 0.0162085
Heightened Def Con from 0.0162245 +to 0.0162245
Heightened Def Con from 0.0162245 to 0.0162245
Heightened Def Con from 0.0162245 to 0.0162245
Heightened Def Con from 0.0162245 to 0.0162245
Heightened Def Con from 0.0162245 +to 0.0162245
Heightened Def Con from 0.0162245 to 0.0162245
Heightened Def Con from 0.0162245 to 0.0162245
Heightened Def Con from 0.0162245 to 0.0162245
Heightened Def Con from 0.0162245 ++to 0.0162245
Heightened Def Con from 0.0162245 +to 0.0162245
Heightened Def Con from 0.0162245 to 0.0162245
Heightened Def Con from 0.0162245 to 0.0162245
Heightened Def Con from 0.0162245 to 0.0162245
Heightened Def Con from 0.0162245 +to 0.0162245
Heightened Def Con from 0.0162245 to 0.0162245
Heightened Def Con from 0.0162245 +++to 0.0162245
Heightened Def Con from 0.0162245 to 0.0162245
Heightened Def Con from 0.0162245 +to 0.0162245
Heightened Def Con from 0.0162245 +to 0.0162245
Heightened Def Con from 0.0162245 ++to 0.0162245
Heightened Def Con from 0.0162245 to 0.0162245
Heightened Def Con from 0.0162245 to 0.0162245
Heightened Def Con from 0.0162245 to 0.0162245
Heightened Def Con from 0.0162245 +to 0.0162245
Heightened Def Con from 0.0162245 to 0.0162245
Heightened Def Con from 0.0162245 +to 0.0162245
Heightened Def Con from 0.0162245 to 0.0162245
Heightened Def Con from 0.0162245 to 0.0162245
Heightened Def Con from 0.0162455 ++to 0.0162455
Heightened Def Con from 0.0162455 +++to 0.0162455
Heightened Def Con from 0.0162455 to 0.0162455
Heightened Def Con from 0.0162455 ++to 0.0162455
Heightened Def Con from 0.0162455 ++++++to 0.0162455
Heightened Def Con from 0.0162455 to 0.0162455
Heightened Def Con from 0.0162455 to 0.0162455
Heightened Def Con from 0.0162455 to 0.0162455
Heightened Def Con from 0.0162455 to 0.0162455
Heightened Def Con from 0.0162455 to 0.0162455
Heightened Def Con from 0.0162455 to 0.0162455
Heightened Def Con from 0.0162455 ++to 0.0162455
Heightened Def Con from 0.0162455 to 0.0162455
Heightened Def Con from 0.0162455 ++to 0.0162455
Heightened Def Con from 0.0162455 to 0.0162455
Heightened Def Con from 0.0162455 to 0.0162455
Heightened Def Con from 0.0162455 to 0.0162455
Heightened Def Con from 0.0162455 to 0.0162455
Heightened Def Con from 0.0162455 to 0.0162455
Heightened Def Con from 0.0162455 to 0.0162455
Heightened Def Con from 0.0162455 to 0.0162455
Heightened Def Con from 0.0162455 to 0.0162455
Heightened Def Con from 0.0162455 +to 0.0162455
Heightened Def Con from 0.0162455 +to 0.0162455
Heightened Def Con from 0.0162455 +to 0.0162455
Heightened Def Con from 0.0162455 +to 0.0162455
Heightened Def Con from 0.0162455 ++to 0.0162455
Heightened Def Con from 0.0162455 to 0.0162455
Heightened Def Con from 0.0162455 +to 0.0162455
Heightened Def Con from 0.0162455 to 0.0162455
Heightened Def Con from 0.0162455 to 0.0162455
Heightened Def Con from 0.0162455 +to 0.0162455
Heightened Def Con from 0.0162455 to 0.0162455
Heightened Def Con from 0.0162455 +to 0.0162455
Heightened Def Con from 0.0162455 +to 0.0162455
Heightened Def Con from 0.0162455 to 0.0162455
Heightened Def Con from 0.0162455 ++to 0.0162455
Heightened Def Con from 0.0162455 ++to 0.0162455
Heightened Def Con from 0.0162455 to 0.0162455
Heightened Def Con from 0.0162455 +++to 0.0162455
Heightened Def Con from 0.0162455 to 0.0162455
Heightened Def Con from 0.0162455 ++++to 0.0162455
Heightened Def Con from 0.0162455 to 0.0162455
Heightened Def Con from 0.0162614 +to 0.0162614
Heightened Def Con from 0.0162614 to 0.0162614
Heightened Def Con from 0.0162614 to 0.0162614
Heightened Def Con from 0.0162614 to 0.0162614
Heightened Def Con from 0.0162614 to 0.0162614
Heightened Def Con from 0.0162614 to 0.0162614
Heightened Def Con from 0.0162614 to 0.0162614
Heightened Def Con from 0.0162826 to 0.0162826
Heightened Def Con from 0.0162826 ++to 0.0162826
Heightened Def Con from 0.0162826 ++to 0.0162826
Heightened Def Con from 0.0162826 to 0.0162826
Heightened Def Con from 0.0162826 to 0.0162826
Heightened Def Con from 0.0162826 to 0.0162826
Heightened Def Con from 0.0162826 +to 0.0162826
Heightened Def Con from 0.0162826 to 0.0162826
Heightened Def Con from 0.0162826 to 0.0162826
Heightened Def Con from 0.0162826 to 0.0162826
Heightened Def Con from 0.0162826 to 0.0162826
Heightened Def Con from 0.0162826 +to 0.0162826
Heightened Def Con from 0.0162826 to 0.0162826
Heightened Def Con from 0.0162826 +to 0.0162826
Heightened Def Con from 0.0162826 to 0.0162826
Heightened Def Con from 0.0162826 +++++++++to 0.0162826
Heightened Def Con from 0.0162826 to 0.0162826
Heightened Def Con from 0.0162826 to 0.0162826
Heightened Def Con from 0.0162826 to 0.0162826
Heightened Def Con from 0.0162826 to 0.0162826
Heightened Def Con from 0.0162826 +++++++++to 0.0162826
Heightened Def Con from 0.0162986 +to 0.0162986
Heightened Def Con from 0.0162986 +to 0.0162986
Heightened Def Con from 0.0162986 to 0.0162986
Heightened Def Con from 0.0162986 to 0.0162986
Heightened Def Con from 0.0162986 to 0.0162986
Heightened Def Con from 0.0162986 +to 0.0162986
Heightened Def Con from 0.0162986 +to 0.0162986
Heightened Def Con from 0.0162986 to 0.0162986
Heightened Def Con from 0.0162986 +to 0.0162986
Heightened Def Con from 0.0162986 +++++to 0.0162986
Heightened Def Con from 0.0162986 to 0.0162986
Heightened Def Con from 0.0162986 to 0.0162986
Heightened Def Con from 0.0162986 +to 0.0162986
Heightened Def Con from 0.0162986 to 0.0162986
Heightened Def Con from 0.0162986 to 0.0162986
Heightened Def Con from 0.0162986 to 0.0162986
Heightened Def Con from 0.0162986 to 0.0162986
Heightened Def Con from 0.0162986 to 0.0162986
Heightened Def Con from 0.0162986 to 0.0162986
Heightened Def Con from 0.0162986 to 0.0162986
Heightened Def Con from 0.0162986 to 0.0162986
